champions,cost_total,traits,items,placement
"TFT14_Sylas,TFT14_Vi,TFT14_Rhaast,TFT14_Braum,TFT14_Jarvan,TFT14_Xayah,TFT14_Leona,TFT14_Aphelios",14,"TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard","[[], [], [], [], [], [], [], []]",6
"TFT14_Zyra,TFT14_DrMundo,TFT14_Ekko,TFT14_Neeko,TFT14_Brand,TFT14_Ziggs,TFT14_Samira,TFT14_Garen,TFT14_Kobuko",17,"TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_Netgod,TFT14_StreetDemon,TFT14_Techie","[[], [], [], [], [], [], [], [], []]",2
"TFT14_Sylas,TFT14_Jhin,TFT14_Rhaast,TFT14_Jarvan,TFT14_MissFortune,TFT14_Xayah,TFT14_Leona,TFT14_Aphelios",15,"TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard","[[], [], [], [], [], [], [], []]",5
"TFT14_TwistedFate,TFT14_Darius,TFT14_Braum,TFT14_Draven,TFT14_MissFortune,TFT14_Chogath,TFT14_Urgot,TFT14_Aurora",17,"TFT14_BallisTek,TFT14_Bruiser,TFT14_Mob,TFT14_Swift,TFT14_Thirsty","[[], [], [], [], [], [], [], []]",4
"TFT14_Jhin,TFT14_Rhaast,TFT14_Jinx,TFT14_Braum,TFT14_Jarvan,TFT14_Xayah,TFT14_Leona,TFT14_Aphelios,TFT14_Aurora",16,"TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard","[[], [], [], [], [], [], [], [], []]",3
"TFT14_Jhin,TFT14_Rhaast,TFT14_Skarner,TFT14_Jinx,TFT14_Jarvan,TFT14_Xayah,TFT14_Leona,TFT14_Aphelios",14,"TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard","[[], [], [], [], [], [], [], []]",7
"TFT14_Sylas,TFT14_Seraphine,TFT14_Jhin,TFT14_Illaoi,TFT14_Yuumi,TFT14_Xayah,TFT14_Sejuani,TFT14_Leona,TFT14_Aurora",14,"TFT14_AnimaSquad,TFT14_Armorclad,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard","[[], [], [], [], [], [], [], [], []]",6
"TFT14_Shaco,TFT14_TwistedFate,TFT14_Darius,TFT14_Rhaast,TFT14_Skarner,TFT14_Braum,TFT14_Draven,TFT14_MissFortune",19,"TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard","[[], [], [], [], [], [], [], []]",7
"TFT14_Zyra,TFT14_DrMundo,TFT14_Morgana,TFT14_Alistar,TFT14_Mordekaiser,TFT14_Gragas,TFT14_Chogath,TFT14_Kobuko",19,"TFT14_Bruiser,TFT14_Divinicorp,TFT14_Techie","[[], [], [], [], [], [], [], []]",5
"TFT14_Zyra,TFT14_DrMundo,TFT14_Ekko,TFT14_Jinx,TFT14_Yuumi,TFT14_Neeko,TFT14_Brand,TFT14_Ziggs,TFT14_Samira,TFT14_Kobuko",19,"TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie","[[], [], [], [], [], [], [], [], [], []]",3
"TFT14_Jax,TFT14_Shyvana,TFT14_Draven,TFT14_Senna,TFT14_Galio,TFT14_Zed,TFT14_Sejuani,TFT14_Zeri",16,"TFT14_Armorclad,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Strong,TFT14_Suits,TFT14_Swift","[[], [], [], [], [], [], [], []]",8
"TFT14_Alistar,TFT14_Jarvan,TFT14_Xayah,TFT14_Annie,TFT14_Chogath,TFT14_Aphelios,TFT14_Zac,TFT14_Garen,TFT14_Viego,TFT14_Zac",19,"TFT14_Bruiser,TFT14_Immortal,TFT14_Marksman,TFT14_Netgod,TFT14_ViegoUniqueTrait,TFT14_Virus","[[], [], [], [], [], [], [], [], [], []]",4
"TFT14_Morgana,TFT14_Jax,TFT14_Jhin,TFT14_Varus,TFT14_Mordekaiser,TFT14_Gragas,TFT14_Vex,TFT14_Sejuani,TFT14_Renekton",19,"TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Overlord,TFT14_Thirsty","[[], [], [], [], [], [], [], [], []]",2
"TFT14_Morgana,TFT14_Kindred,TFT14_Jhin,TFT14_Rhaast,TFT14_Jarvan,TFT14_Xayah,TFT14_Leona,TFT14_Aphelios,TFT14_Aurora",17,"TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard","[[], [], [], [], [], [], [], [], []]",1
"TFT14_Zyra,TFT14_DrMundo,TFT14_Ekko,TFT14_Jinx,TFT14_Neeko,TFT14_Brand,TFT14_Ziggs,TFT14_Chogath,TFT14_Samira",14,"TFT14_Bruiser,TFT14_Controller,TFT14_StreetDemon,TFT14_Techie","[[], [], [], [], [], [], [], [], []]",7
"TFT14_Zyra,TFT14_DrMundo,TFT14_Ekko,TFT14_LeBlanc,TFT14_Jinx,TFT14_Yuumi,TFT14_Neeko,TFT14_Brand,TFT14_Ziggs,TFT14_Samira",18,"TFT14_Controller,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie","[[], [], [], [], [], [], [], [], [], []]",4
"TFT14_Sylas,TFT14_Jhin,TFT14_Braum,TFT14_Jarvan,TFT14_Xayah,TFT14_Leona,TFT14_Aphelios,TFT14_Garen,TFT14_Aurora",17,"TFT14_AnimaSquad,TFT14_Immortal,TFT14_Marksman,TFT14_Netgod,TFT14_Thirsty,TFT14_Vanguard","[[], [], [], [], [], [], [], [], []]",2
"TFT14_Shaco,TFT14_Morgana,TFT14_TwistedFate,TFT14_Darius,TFT14_Rhaast,TFT14_Braum,TFT14_Draven,TFT14_Gragas,TFT14_MissFortune",20,"TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Thirsty,TFT14_Vanguard","[[], [], [], [], [], [], [], [], []]",1
"TFT14_Zyra,TFT14_DrMundo,TFT14_Ekko,TFT14_Rengar,TFT14_Mordekaiser,TFT14_Neeko,TFT14_Brand,TFT14_Samira,TFT14_Viego,TFT14_Samira",16,"TFT14_Bruiser,TFT14_Controller,TFT14_StreetDemon,TFT14_Techie,TFT14_ViegoUniqueTrait","[[], [], [], [], [], [], [], [], [], []]",5
"TFT14_NidaleeCougar,TFT14_Kindred,TFT14_Shyvana,TFT14_Jhin,TFT14_Naafiri,TFT14_Elise,TFT14_Sejuani,TFT14_SummonLevel2",20,"TFT14_Armorclad,TFT14_EdgeRunner,TFT14_HotRod,TFT14_Marksman,TFT14_Supercharge,TFT14_Thirsty","[[], [], [], [], [], [], [], []]",8
"TFT14_Zyra,TFT14_Poppy,TFT14_Seraphine,TFT14_Veigar,TFT14_Shyvana,TFT14_Mordekaiser,TFT14_Ziggs,TFT14_Kobuko",17,"TFT14_Armorclad,TFT14_Bruiser,TFT14_Cyberboss,TFT14_Techie","[[], [], [], [], [], [], [], []]",3
"TFT14_Morgana,TFT14_Jax,TFT14_Jhin,TFT14_Varus,TFT14_Mordekaiser,TFT14_Gragas,TFT14_Vex,TFT14_Sejuani,TFT14_Zac,TFT14_Viego,TFT14_Samira",19,"TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Techie,TFT14_Thirsty,TFT14_ViegoUniqueTrait,TFT14_Virus","[[], [], [], [], [], [], [], [], [], [], []]",6
"TFT14_Alistar,TFT14_Mordekaiser,TFT14_Jarvan,TFT14_Xayah,TFT14_Annie,TFT14_Leona,TFT14_Aphelios,TFT14_Viego,TFT14_Zac",15,"TFT14_Bruiser,TFT14_Immortal,TFT14_Marksman,TFT14_Techie,TFT14_Vanguard,TFT14_ViegoUniqueTrait","[[], [], [], [], [], [], [], [], []]",7
"TFT14_Poppy,TFT14_Ekko,TFT14_LeBlanc,TFT14_Veigar,TFT14_Yuumi,TFT14_Neeko,TFT14_Brand,TFT14_Ziggs",15,"TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie","[[], [], [], [], [], [], [], []]",8
"TFT14_Zyra,TFT14_DrMundo,TFT14_Ekko,TFT14_Rengar,TFT14_Fiddlesticks,TFT14_Neeko,TFT14_Brand,TFT14_Samira,TFT14_Viego,TFT14_Draven",19,"TFT14_Controller,TFT14_StreetDemon,TFT14_Techie,TFT14_ViegoUniqueTrait","[[], [], [], [], [], [], [], [], [], []]",5
"TFT14_NidaleeCougar,TFT14_Ekko,TFT14_Naafiri,TFT14_Yuumi,TFT14_Neeko,TFT14_Ziggs,TFT14_Annie,TFT14_Samira,TFT14_Kobuko",16,"TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Supercharge","[[], [], [], [], [], [], [], [], []]",6
"TFT14_Shaco,TFT14_TwistedFate,TFT14_Darius,TFT14_Rhaast,TFT14_Braum,TFT14_Draven,TFT14_Gragas,TFT14_MissFortune,TFT14_Leona,TFT14_Braum",23,"TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard","[[], [], [], [], [], [], [], [], [], []]",1
"TFT14_Zyra,TFT14_DrMundo,TFT14_Ekko,TFT14_Rengar,TFT14_Neeko,TFT14_Brand,TFT14_Ziggs,TFT14_Samira,TFT14_Kobuko",16,"TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie","[[], [], [], [], [], [], [], [], []]",4
"TFT14_Sylas,TFT14_Jhin,TFT14_Rhaast,TFT14_Jinx,TFT14_Jarvan,TFT14_Xayah,TFT14_Leona,TFT14_Aphelios,TFT14_Aurora",17,"TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard","[[], [], [], [], [], [], [], [], []]",3
"TFT14_Jax,TFT14_Draven,TFT14_Senna,TFT14_Galio,TFT14_Zed,TFT14_Sejuani,TFT14_Zeri,TFT14_Renekton,TFT14_Garen",18,"TFT14_Armorclad,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Netgod,TFT14_Overlord,TFT14_Strong,TFT14_Suits,TFT14_Swift","[[], [], [], [], [], [], [], [], []]",2
"TFT14_Kindred,TFT14_Sylas,TFT14_Jhin,TFT14_Rhaast,TFT14_Jarvan,TFT14_Xayah,TFT14_Leona,TFT14_Aphelios,TFT14_Aurora",17,"TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard","[[], [], [], [], [], [], [], [], []]",2
"TFT14_NidaleeCougar,TFT14_Jax,TFT14_Shyvana,TFT14_Elise,TFT14_Yuumi,TFT14_Sejuani,TFT14_Annie,TFT14_Samira,TFT14_Garen,TFT14_SummonLevel2",18,"TFT14_Armorclad,TFT14_HotRod,TFT14_Netgod,TFT14_Supercharge","[[], [], [], [], [], [], [], [], [], []]",7
"TFT14_Ekko,TFT14_Rengar,TFT14_Mordekaiser,TFT14_Yuumi,TFT14_Neeko,TFT14_Ziggs,TFT14_Annie,TFT14_Renekton,TFT14_Kobuko",15,"TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_Divinicorp,TFT14_Overlord,TFT14_StreetDemon,TFT14_Supercharge","[[], [], [], [], [], [], [], [], []]",8
"TFT14_Zyra,TFT14_DrMundo,TFT14_Ekko,TFT14_LeBlanc,TFT14_Jinx,TFT14_Rengar,TFT14_Neeko,TFT14_Brand,TFT14_Aurora",15,"TFT14_Controller,TFT14_StreetDemon,TFT14_Techie","[[], [], [], [], [], [], [], [], []]",5
"TFT14_TwistedFate,TFT14_Darius,TFT14_Rhaast,TFT14_Braum,TFT14_Draven,TFT14_Gragas,TFT14_MissFortune,TFT14_Renekton,TFT14_Aurora",18,"TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Overlord,TFT14_Swift,TFT14_Thirsty,TFT14_Vanguard","[[], [], [], [], [], [], [], [], []]",3
"TFT14_Sylas,TFT14_Vayne,TFT14_Rhaast,TFT14_Senna,TFT14_Jarvan,TFT14_Zed,TFT14_Leona,TFT14_Zac",18,"TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Strong,TFT14_Vanguard,TFT14_Virus","[[], [], [], [], [], [], [], []]",1
"TFT14_DrMundo,TFT14_Morgana,TFT14_Alistar,TFT14_Mordekaiser,TFT14_Gragas,TFT14_Chogath,TFT14_Garen,TFT14_Kobuko,TFT14_Aurora,TFT14_Aurora",18,"TFT14_Bruiser,TFT14_Divinicorp,TFT14_Netgod,TFT14_Thirsty","[[], [], [], [], [], [], [], [], [], []]",4
"TFT14_KogMaw,TFT14_Mordekaiser,TFT14_Fiddlesticks,TFT14_Gragas,TFT14_Zeri,TFT14_Chogath,TFT14_Garen,TFT14_Urgot,TFT14_Kobuko",16,"TFT14_BallisTek,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Netgod,TFT14_Swift,TFT14_Techie","[[], [], [], [], [], [], [], [], []]",6
"TFT14_Rhaast,TFT14_Senna,TFT14_Gragas,TFT14_Vex,TFT14_Zed,TFT14_Chogath,TFT14_Renekton,TFT14_Garen,TFT14_Urgot",15,"TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_Netgod,TFT14_Overlord,TFT14_Strong","[[], [], [], [], [], [], [], [], []]",5
"TFT14_Alistar,TFT14_KogMaw,TFT14_Darius,TFT14_Skarner,TFT14_Mordekaiser,TFT14_Fiddlesticks,TFT14_Gragas,TFT14_Chogath",16,"TFT14_BallisTek,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Techie","[[], [], [], [], [], [], [], []]",1
"TFT14_Morgana,TFT14_Jax,TFT14_Jhin,TFT14_Varus,TFT14_Mordekaiser,TFT14_Gragas,TFT14_Vex,TFT14_Sejuani,TFT14_Viego,TFT14_Mordekaiser",19,"TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Techie,TFT14_Thirsty,TFT14_ViegoUniqueTrait","[[], [], [], [], [], [], [], [], [], []]",3
"TFT14_Zyra,TFT14_Ekko,TFT14_Jinx,TFT14_Rengar,TFT14_Neeko,TFT14_Brand,TFT14_Ziggs,TFT14_Viego,TFT14_Gragas",17,"TFT14_Controller,TFT14_StreetDemon,TFT14_Techie,TFT14_ViegoUniqueTrait","[[], [], [], [], [], [], [], [], []]",8
"TFT14_Morgana,TFT14_Jhin,TFT14_Rhaast,TFT14_Braum,TFT14_Elise,TFT14_Jarvan,TFT14_MissFortune,TFT14_Leona,TFT14_Renekton,TFT14_Morgana",20,"TFT14_Divinicorp,TFT14_Overlord,TFT14_Thirsty,TFT14_Vanguard","[[], [], [], [], [], [], [], [], [], []]",7
"TFT14_Poppy,TFT14_Ekko,TFT14_Veigar,TFT14_Shyvana,TFT14_Mordekaiser,TFT14_Neeko,TFT14_Brand,TFT14_Ziggs,TFT14_Kobuko",19,"TFT14_Armorclad,TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie","[[], [], [], [], [], [], [], [], []]",4
"TFT14_Shaco,TFT14_TwistedFate,TFT14_Darius,TFT14_Rhaast,TFT14_Braum,TFT14_Draven,TFT14_Gragas,TFT14_MissFortune,TFT14_Aurora",20,"TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Thirsty,TFT14_Vanguard","[[], [], [], [], [], [], [], [], []]",2
"TFT14_Kindred,TFT14_Sylas,TFT14_Jhin,TFT14_Rhaast,TFT14_Jarvan,TFT14_Xayah,TFT14_Leona,TFT14_Aphelios,TFT14_Aurora",16,"TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard","[[], [], [], [], [], [], [], [], []]",6
"TFT14_Kindred,TFT14_Rhaast,TFT14_Jinx,TFT14_Braum,TFT14_Jarvan,TFT14_Xayah,TFT14_Leona,TFT14_Aphelios",14,"TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard","[[], [], [], [], [], [], [], []]",5
"TFT14_Poppy,TFT14_Ekko,TFT14_Veigar,TFT14_Shyvana,TFT14_Mordekaiser,TFT14_Neeko,TFT14_Brand,TFT14_Ziggs,TFT14_Kobuko",19,"TFT14_Armorclad,TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie","[[], [], [], [], [], [], [], [], []]",1
"TFT14_Jarvan,TFT14_Zed,TFT14_Xayah,TFT14_Annie,TFT14_Leona,TFT14_Aphelios,TFT14_Renekton,TFT14_Aurora,TFT14_Viego",18,"TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Overlord,TFT14_Strong,TFT14_Vanguard,TFT14_ViegoUniqueTrait","[[], [], [], [], [], [], [], [], []]",2
"TFT14_Jhin,TFT14_Rhaast,TFT14_Jinx,TFT14_Braum,TFT14_Jarvan,TFT14_Xayah,TFT14_Leona,TFT14_Aphelios,TFT14_Aurora",15,"TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Strong,TFT14_Thirsty,TFT14_Vanguard","[[], [], [], [], [], [], [], [], []]",7
"TFT14_Jax,TFT14_Draven,TFT14_Senna,TFT14_Galio,TFT14_Zed,TFT14_Sejuani,TFT14_Zeri,TFT14_Renekton,TFT14_Garen",17,"TFT14_Armorclad,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Netgod,TFT14_Overlord,TFT14_Strong,TFT14_Suits,TFT14_Swift","[[], [], [], [], [], [], [], [], []]",4
"TFT14_Sylas,TFT14_Seraphine,TFT14_Jhin,TFT14_Vayne,TFT14_Illaoi,TFT14_Xayah,TFT14_Leona,TFT14_Aurora,TFT14_Viego,TFT14_Leona",20,"TFT14_AnimaSquad,TFT14_Marksman,TFT14_Techie,TFT14_Thirsty,TFT14_Vanguard,TFT14_ViegoUniqueTrait","[[], [], [], [], [], [], [], [], [], []]",3
"TFT14_Zyra,TFT14_DrMundo,TFT14_Ekko,TFT14_Jinx,TFT14_Neeko,TFT14_Brand,TFT14_Ziggs,TFT14_Chogath,TFT14_Samira",14,"TFT14_Bruiser,TFT14_Controller,TFT14_StreetDemon,TFT14_Techie","[[], [], [], [], [], [], [], [], []]",6
"TFT14_Alistar,TFT14_Graves,TFT14_Mordekaiser,TFT14_Jarvan,TFT14_Xayah,TFT14_Annie,TFT14_Leona,TFT14_Aphelios",12,"TFT14_Bruiser,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard","[[], [], [], [], [], [], [], []]",8
"TFT14_Zyra,TFT14_Ekko,TFT14_Yuumi,TFT14_Neeko,TFT14_Ziggs,TFT14_Annie,TFT14_Kobuko,TFT14_Viego,TFT14_Rhaast",15,"TFT14_Controller,TFT14_Cyberboss,TFT14_Immortal,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie,TFT14_ViegoUniqueTrait","[[], [], [], [], [], [], [], [], []]",7
"TFT14_Shaco,TFT14_TwistedFate,TFT14_Darius,TFT14_Rhaast,TFT14_Braum,TFT14_Draven,TFT14_Gragas,TFT14_MissFortune",16,"TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard","[[], [], [], [], [], [], [], []]",5
"TFT14_Jax,TFT14_Vi,TFT14_LeBlanc,TFT14_Draven,TFT14_Galio,TFT14_Zed,TFT14_Zeri",13,"TFT14_Armorclad,TFT14_Suits,TFT14_Swift","[[], [], [], [], [], [], []]",8
"TFT14_Jax,TFT14_LeBlanc,TFT14_Draven,TFT14_Senna,TFT14_Galio,TFT14_Zed,TFT14_Sejuani,TFT14_Zeri,TFT14_Renekton,TFT14_Garen",19,"TFT14_Armorclad,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Netgod,TFT14_Overlord,TFT14_Strong,TFT14_Suits,TFT14_Swift","[[], [], [], [], [], [], [], [], [], []]",1
"TFT14_Zyra,TFT14_DrMundo,TFT14_Ekko,TFT14_Rengar,TFT14_Neeko,TFT14_Brand,TFT14_Ziggs,TFT14_Samira,TFT14_Kobuko",17,"TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie","[[], [], [], [], [], [], [], [], []]",3
"TFT14_NidaleeCougar,TFT14_Ekko,TFT14_Naafiri,TFT14_Yuumi,TFT14_Neeko,TFT14_Annie,TFT14_Samira,TFT14_Zac,TFT14_Viego",15,"TFT14_Controller,TFT14_Immortal,TFT14_StreetDemon,TFT14_Supercharge,TFT14_ViegoUniqueTrait,TFT14_Virus","[[], [], [], [], [], [], [], [], []]",4
"TFT14_Alistar,TFT14_Graves,TFT14_Jarvan,TFT14_Xayah,TFT14_Annie,TFT14_Leona,TFT14_Aphelios,TFT14_Garen,TFT14_Viego,TFT14_Gragas",14,"TFT14_Immortal,TFT14_Marksman,TFT14_Netgod,TFT14_Vanguard,TFT14_ViegoUniqueTrait","[[], [], [], [], [], [], [], [], [], []]",6
"TFT14_Morgana,TFT14_Jax,TFT14_Jhin,TFT14_Varus,TFT14_Mordekaiser,TFT14_Gragas,TFT14_Vex,TFT14_Sejuani,TFT14_Aurora",18,"TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Thirsty","[[], [], [], [], [], [], [], [], []]",2
"TFT14_Zyra,TFT14_Poppy,TFT14_Ekko,TFT14_Veigar,TFT14_Mordekaiser,TFT14_Neeko,TFT14_Ziggs,TFT14_Kobuko,TFT14_Viego,TFT14_Kobuko",19,"TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie,TFT14_ViegoUniqueTrait","[[], [], [], [], [], [], [], [], [], []]",2
"TFT14_Zyra,TFT14_DrMundo,TFT14_Ekko,TFT14_Rengar,TFT14_Neeko,TFT14_Brand,TFT14_Ziggs,TFT14_Samira,TFT14_Kobuko",16,"TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie","[[], [], [], [], [], [], [], [], []]",3
"TFT14_Poppy,TFT14_Ekko,TFT14_Veigar,TFT14_Shyvana,TFT14_Neeko,TFT14_Brand,TFT14_Ziggs,TFT14_Kobuko",13,"TFT14_Armorclad,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie","[[], [], [], [], [], [], [], []]",7
"TFT14_Zyra,TFT14_Ekko,TFT14_Jinx,TFT14_Rengar,TFT14_Yuumi,TFT14_Neeko,TFT14_Brand,TFT14_Vex,TFT14_Samira",18,"TFT14_Controller,TFT14_Cutter,TFT14_Divinicorp,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie","[[], [], [], [], [], [], [], [], []]",1
"TFT14_Jax,TFT14_Vi,TFT14_LeBlanc,TFT14_Draven,TFT14_Senna,TFT14_Galio,TFT14_Zed",12,"TFT14_Armorclad,TFT14_Divinicorp,TFT14_Strong,TFT14_Suits","[[], [], [], [], [], [], []]",8
"TFT14_Sylas,TFT14_Jhin,TFT14_Rhaast,TFT14_Jinx,TFT14_Jarvan,TFT14_Xayah,TFT14_Leona,TFT14_Aphelios,TFT14_Aurora",16,"TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard","[[], [], [], [], [], [], [], [], []]",5
"TFT14_Ekko,TFT14_Yuumi,TFT14_Neeko,TFT14_Ziggs,TFT14_Annie,TFT14_Samira,TFT14_Garen,TFT14_Kobuko,TFT14_Viego",14,"TFT14_Controller,TFT14_Cyberboss,TFT14_Immortal,TFT14_Netgod,TFT14_StreetDemon,TFT14_Supercharge,TFT14_ViegoUniqueTrait","[[], [], [], [], [], [], [], [], []]",6
"TFT14_Shaco,TFT14_TwistedFate,TFT14_Darius,TFT14_Rhaast,TFT14_Braum,TFT14_Draven,TFT14_MissFortune,TFT14_Aurora",18,"TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Thirsty,TFT14_Vanguard","[[], [], [], [], [], [], [], []]",4
"TFT14_Jhin,TFT14_Jinx,TFT14_Elise,TFT14_Jarvan,TFT14_Xayah,TFT14_Leona,TFT14_Aphelios,TFT14_Aurora,TFT14_Viego",18,"TFT14_AnimaSquad,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard,TFT14_ViegoUniqueTrait","[[], [], [], [], [], [], [], [], []]",4
"TFT14_TwistedFate,TFT14_Darius,TFT14_Rhaast,TFT14_Braum,TFT14_Draven,TFT14_Gragas,TFT14_MissFortune,TFT14_Zeri,TFT14_Garen",20,"TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Netgod,TFT14_Swift,TFT14_Vanguard","[[], [], [], [], [], [], [], [], []]",3
"TFT14_Zyra,TFT14_DrMundo,TFT14_Ekko,TFT14_Rengar,TFT14_Neeko,TFT14_Brand,TFT14_Ziggs,TFT14_Samira,TFT14_Kobuko",18,"TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie","[[], [], [], [], [], [], [], [], []]",2
"TFT14_Alistar,TFT14_Mordekaiser,TFT14_Jarvan,TFT14_Annie,TFT14_Leona,TFT14_Aphelios,TFT14_Zac,TFT14_Garen,TFT14_Viego,TFT14_Neeko",15,"TFT14_Bruiser,TFT14_Immortal,TFT14_Netgod,TFT14_Techie,TFT14_Vanguard,TFT14_ViegoUniqueTrait,TFT14_Virus","[[], [], [], [], [], [], [], [], [], []]",8
"TFT14_DrMundo,TFT14_Alistar,TFT14_KogMaw,TFT14_Skarner,TFT14_Mordekaiser,TFT14_Fiddlesticks,TFT14_Gragas,TFT14_Chogath,TFT14_Kobuko",18,"TFT14_BallisTek,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Techie","[[], [], [], [], [], [], [], [], []]",5
"TFT14_Zyra,TFT14_DrMundo,TFT14_Seraphine,TFT14_Ekko,TFT14_Neeko,TFT14_Brand,TFT14_Ziggs,TFT14_Samira,TFT14_Viego",15,"TFT14_Controller,TFT14_StreetDemon,TFT14_Techie,TFT14_ViegoUniqueTrait","[[], [], [], [], [], [], [], [], []]",7
"TFT14_Morgana,TFT14_Varus,TFT14_Mordekaiser,TFT14_Gragas,TFT14_Vex,TFT14_Sejuani,TFT14_Renekton,TFT14_Aurora,TFT14_Viego,TFT14_Kobuko",18,"TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Overlord,TFT14_Techie,TFT14_Thirsty,TFT14_ViegoUniqueTrait","[[], [], [], [], [], [], [], [], [], []]",1
"TFT14_Ekko,TFT14_Rengar,TFT14_Mordekaiser,TFT14_Neeko,TFT14_Brand,TFT14_Ziggs,TFT14_Samira,TFT14_Kobuko,TFT14_Viego,TFT14_Viego",16,"TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie,TFT14_ViegoUniqueTrait","[[], [], [], [], [], [], [], [], [], []]",6
