champions,traits,items,cost_total,placement
"TFT14_Alistar:2,TFT14_Graves:3,TFT14_Jarvan:2,TFT14_Annie:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Zac:2,TFT14_Garen:2,TFT14_Viego:1,TFT14_Sejuani:1","TFT14_Immortal,TFT14_Netgod,TFT14_Vanguard,TFT14_ViegoUniqueTrait,TFT14_Virus",,84,5
"TFT14_DrMundo:2,TFT14_Ekko:1,TFT14_Jinx:2,TFT14_Rengar:3,TFT14_Varus:1,TFT14_Gragas:2,TFT14_Neeko:2,TFT14_Vex:2,TFT14_Urgot:1","TFT14_Bruiser,TFT14_Controller,TFT14_Cutter,TFT14_Divinicorp,TFT14_StreetDemon",,55,4
"TFT14_Kindred:1,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Naafiri:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Sejuani:2,TFT14_Zeri:2,TFT14_Viego:2,TFT14_Renekton:2","TFT14_Armorclad,TFT14_EdgeRunner,TFT14_Marksman,TFT14_Swift,TFT14_Techie,TFT14_ViegoUniqueTrait",,71,1
"TFT14_Morgana:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:1,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Renekton:2,TFT14_Aurora:2,TFT14_Viego:2,TFT14_Garen:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Overlord,TFT14_Techie,TFT14_Thirsty,TFT14_ViegoUniqueTrait",,93,2
"TFT14_DrMundo:2,TFT14_Alistar:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Annie:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Zac:1,TFT14_Viego:2,TFT14_Zac:2","TFT14_Bruiser,TFT14_Immortal,TFT14_Marksman,TFT14_Strong,TFT14_Vanguard,TFT14_ViegoUniqueTrait,TFT14_Virus",,85,6
"TFT14_DrMundo:2,TFT14_Shaco:3,TFT14_Darius:2,TFT14_Vayne:1,TFT14_Braum:2,TFT14_Senna:3,TFT14_Jarvan:2,TFT14_Zed:2","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Strong,TFT14_Vanguard",,42,4
"TFT14_NidaleeCougar:2,TFT14_Jax:2,TFT14_Ekko:2,TFT14_Naafiri:3,TFT14_Yuumi:2,TFT14_Neeko:2,TFT14_Sejuani:1,TFT14_Annie:2,TFT14_Samira:1","TFT14_Armorclad,TFT14_Controller,TFT14_EdgeRunner,TFT14_StreetDemon,TFT14_Supercharge",,52,3
"TFT14_DrMundo:1,TFT14_Rhaast:2,TFT14_Senna:2,TFT14_Zed:2,TFT14_Sejuani:2,TFT14_Zac:2,TFT14_Renekton:2,TFT14_Garen:1,TFT14_Urgot:1,TFT14_Kobuko:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Netgod,TFT14_Overlord,TFT14_Strong,TFT14_Virus",,87,5
"TFT14_NidaleeCougar:2,TFT14_Ekko:2,TFT14_Naafiri:1,TFT14_Yuumi:2,TFT14_Neeko:2,TFT14_Annie:2,TFT14_Samira:2,TFT14_Zac:2,TFT14_Garen:2,TFT14_Viego:2,TFT14_Renekton:2","TFT14_Controller,TFT14_Immortal,TFT14_Netgod,TFT14_StreetDemon,TFT14_Supercharge,TFT14_ViegoUniqueTrait,TFT14_Virus",,104,1
"TFT14_Zyra:2,TFT14_Seraphine:2,TFT14_Veigar:1,TFT14_Shyvana:2,TFT14_Mordekaiser:2,TFT14_Brand:2,TFT14_Kobuko:2,TFT14_Aurora:2,TFT14_Viego:1,TFT14_Viego:1","TFT14_Bruiser,TFT14_Cyberboss,TFT14_Techie,TFT14_ViegoUniqueTrait",,68,7
"TFT14_Ekko:2,TFT14_Mordekaiser:2,TFT14_Yuumi:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Chogath:2,TFT14_Urgot:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Controller,TFT14_StreetDemon,TFT14_Techie",,63,8
"TFT14_Braum:2,TFT14_Elise:1,TFT14_Jarvan:2,TFT14_MissFortune:2,TFT14_Zed:2,TFT14_Zed:2,TFT14_Leona:2,TFT14_Aurora:1","TFT14_Mob,TFT14_Strong,TFT14_Thirsty,TFT14_Vanguard",,62,5
"TFT14_Jax:2,TFT14_TwistedFate:1,TFT14_Jhin:2,TFT14_Naafiri:2,TFT14_Mordekaiser:2,TFT14_MissFortune:2,TFT14_Sejuani:1,TFT14_Zeri:2","TFT14_Armorclad,TFT14_EdgeRunner,TFT14_Mob,TFT14_Swift,TFT14_Thirsty",,43,6
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Yuumi:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:2","TFT14_Controller,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie",,64,2
"TFT14_DrMundo:2,TFT14_Morgana:3,TFT14_Alistar:3,TFT14_Jhin:3,TFT14_Mordekaiser:2,TFT14_Gragas:1,TFT14_Chogath:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Marksman,TFT14_Thirsty",,28,7
"TFT14_Morgana:2,TFT14_Jhin:2,TFT14_Graves:1,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Renekton:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Overlord,TFT14_Techie,TFT14_Thirsty",,60,4
"TFT14_Ekko:2,TFT14_Graves:2,TFT14_Jinx:2,TFT14_Rengar:2,TFT14_Neeko:2,TFT14_Vex:2,TFT14_Urgot:1","TFT14_BallisTek,TFT14_Controller,TFT14_Cutter,TFT14_Divinicorp,TFT14_StreetDemon",,47,8
"TFT14_TwistedFate:3,TFT14_Darius:3,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:3,TFT14_MissFortune:2,TFT14_Zac:2,TFT14_Aurora:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Thirsty,TFT14_Vanguard,TFT14_Virus",,65,3
"TFT14_Alistar:2,TFT14_Jarvan:2,TFT14_Yuumi:2,TFT14_Annie:2,TFT14_Leona:2,TFT14_Aphelios:3,TFT14_Samira:2,TFT14_Garen:2,TFT14_Viego:2,TFT14_DrMundo:2","TFT14_Immortal,TFT14_Netgod,TFT14_Strong,TFT14_Supercharge,TFT14_Vanguard,TFT14_ViegoUniqueTrait",,93,1
"TFT14_Morgana:2,TFT14_Varus:1,TFT14_Mordekaiser:1,TFT14_Vex:2,TFT14_Sejuani:1,TFT14_Chogath:2,TFT14_Zac:1,TFT14_Renekton:1","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Overlord,TFT14_Virus",,47,7
"TFT14_Sylas:2,TFT14_Seraphine:1,TFT14_Shyvana:2,TFT14_Jhin:3,TFT14_Vayne:3,TFT14_Illaoi:3,TFT14_Jarvan:2,TFT14_Leona:1","TFT14_AnimaSquad,TFT14_Armorclad,TFT14_Strong,TFT14_Techie,TFT14_Vanguard",,36,8
"TFT14_TwistedFate:3,TFT14_Darius:3,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:3,TFT14_Gragas:3,TFT14_MissFortune:1,TFT14_Aurora:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Thirsty,TFT14_Vanguard",,55,2
"TFT14_Morgana:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Renekton:1,TFT14_Aurora:1,TFT14_Viego:2,TFT14_Braum:3","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Overlord,TFT14_Techie,TFT14_Thirsty,TFT14_ViegoUniqueTrait",,77,3
"TFT14_Skarner:2,TFT14_Fiddlesticks:2,TFT14_Vex:2,TFT14_Xayah:3,TFT14_Chogath:2,TFT14_Chogath:2,TFT14_Zac:2,TFT14_Garen:2,TFT14_Urgot:2,TFT14_Kobuko:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_Marksman,TFT14_Netgod,TFT14_Virus",,104,1
"TFT14_Morgana:2,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:1,TFT14_Gragas:2,TFT14_Vex:1,TFT14_Sejuani:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Thirsty",,38,6
"TFT14_Zyra:2,TFT14_Poppy:3,TFT14_Seraphine:2,TFT14_Veigar:3,TFT14_Shyvana:3,TFT14_Mordekaiser:2,TFT14_Brand:1,TFT14_Ziggs:1","TFT14_Armorclad,TFT14_Cyberboss,TFT14_Techie",,35,5
"TFT14_Jax:2,TFT14_TwistedFate:1,TFT14_Darius:2,TFT14_Jhin:1,TFT14_Mordekaiser:2,TFT14_MissFortune:2,TFT14_Sejuani:1,TFT14_Zeri:2,TFT14_Garen:1","TFT14_Armorclad,TFT14_Bruiser,TFT14_EdgeRunner,TFT14_Mob,TFT14_Netgod,TFT14_Swift,TFT14_Thirsty",,48,4
"TFT14_Morgana:1,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Vex:1,TFT14_Sejuani:1,TFT14_Chogath:1,TFT14_Aurora:1","TFT14_Armorclad,TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Thirsty",,41,7
"TFT14_Sylas:1,TFT14_Jhin:1,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Zac:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard,TFT14_Virus",,63,6
"TFT14_Jax:2,TFT14_Skarner:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Fiddlesticks:2,TFT14_Vex:1,TFT14_Sejuani:2,TFT14_Chogath:2","TFT14_Armorclad,TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Techie",,49,8
"TFT14_DrMundo:1,TFT14_Ekko:1,TFT14_Yuumi:2,TFT14_Neeko:1,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:1,TFT14_Kobuko:2,TFT14_Aurora:1","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Thirsty",,62,4
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Jinx:2,TFT14_Rengar:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:1,TFT14_Zac:2","TFT14_Controller,TFT14_StreetDemon,TFT14_Techie,TFT14_Virus",,71,1
"TFT14_DrMundo:2,TFT14_Skarner:2,TFT14_Mordekaiser:2,TFT14_Fiddlesticks:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Chogath:2,TFT14_Urgot:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_Techie",,51,5
"TFT14_Shaco:2,TFT14_TwistedFate:3,TFT14_Darius:3,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:3,TFT14_Gragas:1,TFT14_MissFortune:2","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard",,49,2
"TFT14_Darius:2,TFT14_Skarner:2,TFT14_Mordekaiser:2,TFT14_Fiddlesticks:3,TFT14_Gragas:3,TFT14_Chogath:2,TFT14_Urgot:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Techie",,49,3
"TFT14_Ekko:2,TFT14_Graves:1,TFT14_Jinx:3,TFT14_Rengar:3,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Vex:2,TFT14_Urgot:1","TFT14_Controller,TFT14_Cutter,TFT14_Divinicorp,TFT14_StreetDemon",,61,5
"TFT14_Morgana:2,TFT14_Rhaast:2,TFT14_Senna:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Zed:2,TFT14_Chogath:2,TFT14_Urgot:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_Strong",,55,8
"TFT14_Ekko:2,TFT14_Yuumi:2,TFT14_Neeko:2,TFT14_Ziggs:2,TFT14_Annie:2,TFT14_Samira:2,TFT14_Garen:2,TFT14_Kobuko:1,TFT14_Viego:1","TFT14_Controller,TFT14_Cyberboss,TFT14_Immortal,TFT14_Netgod,TFT14_StreetDemon,TFT14_Supercharge,TFT14_ViegoUniqueTrait",,82,4
"TFT14_Skarner:2,TFT14_Mordekaiser:2,TFT14_Fiddlesticks:3,TFT14_Gragas:2,TFT14_Chogath:2,TFT14_Zac:2,TFT14_Garen:1,TFT14_Urgot:1,TFT14_Kobuko:2","TFT14_BallisTek,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Netgod,TFT14_Techie,TFT14_Virus",,77,1
"TFT14_Zyra:2,TFT14_DrMundo:1,TFT14_Ekko:2,TFT14_Neeko:1,TFT14_Brand:1,TFT14_Brand:2,TFT14_Brand:2,TFT14_Brand:1,TFT14_Samira:2","TFT14_Controller,TFT14_StreetDemon,TFT14_Techie",,56,2
"TFT14_Morgana:2,TFT14_Jax:1,TFT14_Jhin:1,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Urgot:2,TFT14_Aurora:1","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Thirsty",,64,3
"TFT14_Kindred:1,TFT14_Jax:1,TFT14_Jhin:2,TFT14_Illaoi:1,TFT14_Varus:1,TFT14_Mordekaiser:2,TFT14_Mordekaiser:1,TFT14_Sejuani:1,TFT14_Zeri:2,TFT14_Aurora:1","TFT14_Armorclad,TFT14_EdgeRunner,TFT14_Marksman,TFT14_Swift,TFT14_Thirsty",,42,6
"TFT14_Zyra:1,TFT14_Ekko:2,TFT14_Mordekaiser:2,TFT14_Neeko:1,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:1,TFT14_Kobuko:1,TFT14_Viego:2,TFT14_Mordekaiser:2","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie,TFT14_ViegoUniqueTrait",,70,7
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:2,TFT14_Kobuko:1","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie",,65,1
"TFT14_Kindred:2,TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Aurora:1","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard",,55,2
"TFT14_DrMundo:2,TFT14_Shaco:3,TFT14_Darius:2,TFT14_Vayne:2,TFT14_Braum:2,TFT14_Senna:3,TFT14_Jarvan:2,TFT14_Zed:2","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Strong,TFT14_Vanguard",,44,3
"TFT14_Kindred:2,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Naafiri:2,TFT14_Varus:2,TFT14_Mordekaiser:1,TFT14_Sejuani:2,TFT14_Zeri:2,TFT14_Chogath:2","TFT14_Armorclad,TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_EdgeRunner,TFT14_Marksman,TFT14_Swift",,51,6
"TFT14_Kindred:1,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Sejuani:2,TFT14_Zeri:2,TFT14_Zac:1,TFT14_Renekton:1","TFT14_Armorclad,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Marksman,TFT14_Overlord,TFT14_Swift,TFT14_Virus",,51,7
"TFT14_Shaco:2,TFT14_TwistedFate:3,TFT14_Darius:2,TFT14_Rhaast:2,TFT14_Braum:2,TFT14_Draven:3,TFT14_MissFortune:2","TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard",,41,5
"TFT14_DrMundo:2,TFT14_Alistar:2,TFT14_Mordekaiser:3,TFT14_Fiddlesticks:3,TFT14_Gragas:2,TFT14_Chogath:1,TFT14_Garen:1,TFT14_Kobuko:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Netgod,TFT14_Techie",,47,8
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Vex:1,TFT14_Samira:1,TFT14_Kobuko:1","TFT14_Bruiser,TFT14_Controller,TFT14_Cutter,TFT14_Divinicorp,TFT14_StreetDemon,TFT14_Techie",,53,4
"TFT14_Morgana:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Renekton:2,TFT14_Urgot:2,TFT14_Aurora:1","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Overlord,TFT14_Thirsty",,75,3
"TFT14_Shaco:2,TFT14_TwistedFate:3,TFT14_Darius:2,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:3,TFT14_MissFortune:1,TFT14_Chogath:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard",,44,7
"TFT14_Sylas:1,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:1,TFT14_Leona:2,TFT14_Aphelios:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard",,46,6
"TFT14_Kindred:1,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Naafiri:3,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Sejuani:2,TFT14_Zeri:2,TFT14_Aurora:1","TFT14_Armorclad,TFT14_EdgeRunner,TFT14_Marksman,TFT14_Swift,TFT14_Thirsty",,52,5
"TFT14_Sylas:2,TFT14_Seraphine:2,TFT14_Jhin:2,TFT14_Vayne:2,TFT14_Illaoi:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Zac:2,TFT14_Aurora:2","TFT14_AnimaSquad,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard,TFT14_Virus",,64,4
"TFT14_Morgana:1,TFT14_Sylas:2,TFT14_Rhaast:2,TFT14_Braum:2,TFT14_Jarvan:2,TFT14_MissFortune:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Aurora:1","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Mob,TFT14_Strong,TFT14_Thirsty,TFT14_Vanguard",,66,1
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:1,TFT14_Rengar:1,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Annie:1,TFT14_Samira:2,TFT14_Kobuko:2","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie",,72,2
"TFT14_Poppy:3,TFT14_Ekko:2,TFT14_Veigar:3,TFT14_Shyvana:2,TFT14_Mordekaiser:2,TFT14_Neeko:2,TFT14_Brand:1,TFT14_Ziggs:1","TFT14_Armorclad,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie",,43,8
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Chogath:2,TFT14_Kobuko:1","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie",,61,4
"TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Aurora:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard",,66,2
"TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Aurora:1","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard",,59,3
"TFT14_Zyra:3,TFT14_DrMundo:3,TFT14_Alistar:3,TFT14_Seraphine:3,TFT14_Veigar:1,TFT14_Mordekaiser:2,TFT14_Gragas:1,TFT14_Neeko:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_StreetDemon,TFT14_Techie",,28,8
"TFT14_Shaco:2,TFT14_TwistedFate:3,TFT14_Darius:2,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:3,TFT14_Gragas:2,TFT14_MissFortune:2","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Thirsty,TFT14_Vanguard",,50,5
"TFT14_Morgana:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Zac:1,TFT14_Renekton:1","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Overlord,TFT14_Thirsty,TFT14_Virus",,58,6
"TFT14_Morgana:2,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Aurora:1,TFT14_Sejuani:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Thirsty",,63,7
"TFT14_Zyra:2,TFT14_DrMundo:1,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Mordekaiser:1,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Samira:2,TFT14_Kobuko:1,TFT14_Viego:2,TFT14_Leona:2","TFT14_Bruiser,TFT14_Controller,TFT14_StreetDemon,TFT14_Techie,TFT14_ViegoUniqueTrait",,81,1
"TFT14_Jax:2,TFT14_Jhin:2,TFT14_Jinx:1,TFT14_Mordekaiser:2,TFT14_Xayah:1,TFT14_Sejuani:1,TFT14_Aphelios:2,TFT14_Zac:2,TFT14_Garen:1","TFT14_Armorclad,TFT14_EdgeRunner,TFT14_Marksman,TFT14_Netgod,TFT14_Virus",,56,6
"TFT14_DrMundo:2,TFT14_Morgana:3,TFT14_Alistar:3,TFT14_Mordekaiser:2,TFT14_Fiddlesticks:1,TFT14_Gragas:2,TFT14_Chogath:1,TFT14_Garen:1,TFT14_Kobuko:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Netgod,TFT14_Techie",,42,7
"TFT14_Sylas:2,TFT14_Jhin:1,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Aurora:1","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard",,57,5
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Jinx:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:2,TFT14_Kobuko:2","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie",,72,2
"TFT14_KogMaw:3,TFT14_TwistedFate:2,TFT14_Darius:2,TFT14_Fiddlesticks:2,TFT14_Vex:2,TFT14_Chogath:2,TFT14_Garen:2,TFT14_Urgot:2,TFT14_Viego:2,TFT14_Jhin:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_Mob,TFT14_Netgod,TFT14_Swift,TFT14_Techie,TFT14_ViegoUniqueTrait",,81,4
"TFT14_Alistar:2,TFT14_Graves:2,TFT14_Jarvan:2,TFT14_Annie:2,TFT14_Aphelios:2,TFT14_Zac:1,TFT14_Garen:1,TFT14_Urgot:1,TFT14_Viego:1,TFT14_Gragas:2","TFT14_Cutter,TFT14_Immortal,TFT14_Marksman,TFT14_Netgod,TFT14_ViegoUniqueTrait,TFT14_Virus",,66,8
"TFT14_Morgana:1,TFT14_Darius:1,TFT14_Jhin:2,TFT14_Braum:1,TFT14_Mordekaiser:2,TFT14_MissFortune:3,TFT14_Sejuani:2,TFT14_Renekton:1,TFT14_Aurora:1","TFT14_Armorclad,TFT14_Bruiser,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Mob,TFT14_Overlord,TFT14_Thirsty",,55,1
"TFT14_Shaco:2,TFT14_Morgana:1,TFT14_TwistedFate:3,TFT14_Darius:3,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:3,TFT14_Gragas:1,TFT14_MissFortune:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Thirsty,TFT14_Vanguard",,45,3
"TFT14_Zyra:3,TFT14_DrMundo:3,TFT14_Alistar:3,TFT14_Seraphine:3,TFT14_Mordekaiser:2,TFT14_Fiddlesticks:1,TFT14_Brand:1,TFT14_Kobuko:1,TFT14_Viego:1","TFT14_Bruiser,TFT14_Immortal,TFT14_StreetDemon,TFT14_Techie,TFT14_ViegoUniqueTrait",,40,4
"TFT14_Shaco:2,TFT14_TwistedFate:3,TFT14_Darius:2,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:2,TFT14_Gragas:2,TFT14_MissFortune:2,TFT14_Aurora:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Thirsty,TFT14_Vanguard",,54,3
"TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:1,TFT14_Aphelios:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard",,47,7
"TFT14_Jax:2,TFT14_Draven:3,TFT14_Senna:2,TFT14_Galio:3,TFT14_Zed:2,TFT14_Sejuani:2,TFT14_Zeri:2,TFT14_Renekton:2,TFT14_Garen:2","TFT14_Armorclad,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Netgod,TFT14_Overlord,TFT14_Strong,TFT14_Suits,TFT14_Swift",,84,1
